player,country,team,goal,penalty
Dimitar Berbatov,Bulgaria,Manchester United,21,0
Carlos Tévez,Argentina,Manchester City,21,5
Robin van Persie,Netherlands,Arsenal FC,18,2
Darren Bent,England,Aston Villa,17,3
Peter Odemwingie,Nigeria,West Bromwich Albion,15,2
DJ Campbell,England,Blackpool FC,13,0
Andy Carroll,England,Liverpool FC,13,0
Javier Hernández,Mexico,Manchester United,13,0
Dirk Kuyt,Netherlands,Liverpool FC,13,5
Florent Malouda,French Guyana,Chelsea FC,13,0
Rafael van der Vaart,Netherlands,Tottenham Hotspur,13,4
Charlie Adam,Scotland,Blackpool FC,12,7
Clint Dempsey,USA,Fulham FC,12,1
Didier Drogba,Ivory Coast,Chelsea FC,12,2
Kevin Nolan,England,Newcastle United,12,1
Wayne Rooney,England,Manchester United,11,3
Johan Elmander,Sweden,Bolton Wanderers,10,0
 Fernando Torres,Spain,Chelsea FC,10,0
Steven Fletcher,Scotland,Wolverhampton Wanderers,10,1
Asamoah Gyan,Ghana,Sunderland AFC,10,0
Salomon Kalou,Ivory Coast,Chelsea FC,10,0
Frank Lampard,England,Chelsea FC,10,4
Samir Nasri,France,Arsenal FC,10,1
Roman Pavlyuchenko,Russia,Tottenham Hotspur,10,0
Maxi Rodriguez,Argentina,Liverpool FC,10,0
Tim Cahill,Australia,Everton FC,9,0
Kenwyne Jones,Trinidad & Tobago,Stoke City,9,0
Charles N'Zogbia,France,Wigan Athletic,9,0
 Nani,Portugal,Manchester United,9,0
Hugo Rodallega,Colombia,Wigan Athletic,9,0
Theo Walcott,England,Arsenal FC,9,0
Jermaine Beckford,England,Everton FC,8,0
Kevin Davies,England,Bolton Wanderers,8,4
Craig Gardner,England,Birmingham City,8,1
Daniel Sturridge,England,Bolton Wanderers,8,0
Demba Ba,Senegal,West Ham United,7,0
Gareth Bale,Wales,Tottenham Hotspur,7,0
Marouane Chamakh,Morocco,Arsenal FC,7,0
Stewart Downing,England,Aston Villa,7,0
Sylvain Ebanks-Blake,England,Wolverhampton Wanderers,7,0
Louis Saha,France,Everton FC,7,0
Ashley Young,England,Aston Villa,7,4
Shola Ameobi,Nigeria,Newcastle United,6,2
Nicolas Anelka,France,Chelsea FC,6,0
Andrey Arshavin,Russia,Arsenal FC,6,1
Mario Balotelli,Italy,Manchester City,6,2
Leon Best,Ireland,Newcastle United,6,0
Brede Hangeland,Norway,Fulham FC,6,0
Robert Huth,Germany,Stoke City,6,0
Peter Løvenkrands,Denmark,Newcastle United,6,0
Youssuf Mulumbu,Congo DR,West Bromwich Albion,6,0
Frédéric Piquionne,Martinique,West Ham United,6,1
Gary Taylor-Fletcher,England,Blackpool FC,6,0
Somen Tchoyi,Cameroon,West Bromwich Albion,6,0
Yaya Touré,Ivory Coast,Manchester City,6,0
Jon Walters,Ireland,Stoke City,6,1
Danny Welbeck,England,Sunderland AFC,6,0
Marc Albrighton,England,Aston Villa,5,0
Leighton Baines,England,Everton FC,5,3
Carlton Cole,England,West Ham United,5,0
Kevin Doyle,Ireland,Wolverhampton Wanderers,5,2
Matthew Etherington,England,Stoke City,5,2
Marlon Harewood,England,Blackpool FC,5,0
Junior Hoilett,Canada,Blackburn Rovers,5,0
Nikola Kalinić,Croatia,Blackburn Rovers,5,0
Ji-Sung Park,South Korea,Manchester United,5,0
Scott Parker,England,West Ham United,5,0
 Raúl Meireles,Portugal,Liverpool FC,5,0
Jason Roberts,Grenada,Blackburn Rovers,5,0
Luke Varney,England,Blackpool FC,5,0
Nemanja Vidić,Serbia,Manchester United,5,0
Bobby Zamora,England,Fulham FC,5,1
Nikola Žigić,Serbia,Birmingham City,5,0
Joey Barton,England,Newcastle United,4,2
Lee Bowyer,England,Birmingham City,4,0
Chris Brunt,Northern Ireland,West Bromwich Albion,4,2
Tom Cleverley,England,Wigan Athletic,4,0
Séamus Coleman,Ireland,Everton FC,4,0
Peter Crouch,England,Tottenham Hotspur,4,0
 David Silva,Spain,Manchester City,4,0
Simon Davies,Wales,Fulham FC,4,0
Jermain Defoe,England,Tottenham Hotspur,4,0
Damien Duff,Ireland,Fulham FC,4,0
Brett Emerton,Australia,Blackburn Rovers,4,0
Ricardo Fuller,Jamaica,Stoke City,4,0
Steven Gerrard,England,Liverpool FC,4,1
Branislav Ivanović,Serbia,Chelsea FC,4,0
Matthew Jarvis,England,Wolverhampton Wanderers,4,0
Adam Johnson,England,Manchester City,4,0
Ivan Klasnić,Croatia,Bolton Wanderers,4,0
Sebastian Larsson,Sweden,Birmingham City,4,1
James Morrison,Scotland,West Bromwich Albion,4,0
Mark Noble,England,West Ham United,4,4
Leon Osman,England,Everton FC,4,0
Morten Gamst Pedersen,Norway,Blackburn Rovers,4,0
Kieran Richardson,England,Sunderland AFC,4,0
Liam Ridgewell,England,Birmingham City,4,0
Christopher Samba,Congo,Blackburn Rovers,4,0
Paul Scharner,Austria,West Bromwich Albion,4,0
Alex Song,Cameroon,Arsenal FC,4,0
Luis Suárez,Uruguay,Liverpool FC,4,0
Gabriel Agbonlahor,England,Aston Villa,3,0
Phil Bardsley,Scotland,Sunderland AFC,3,0
 Benjani,Zimbabwe,Blackburn Rovers,3,0
Gary Cahill,England,Bolton Wanderers,3,0
 Cesc Fàbregas,Spain,Arsenal FC,3,0
Ciaran Clark,Ireland,Aston Villa,3,0
James Collins,Wales,Aston Villa,3,0
Mousa Dembélé,Belgium,Fulham FC,3,0
Mame Diouf,Senegal,Blackburn Rovers,3,0
Michael Essien,Ghana,Chelsea FC,3,0
Jonás Gutiérrez,Argentina,Newcastle United,3,0
Jordan Henderson,England,Sunderland AFC,3,0
Emile Heskey,England,Aston Villa,3,0
Stephen Hunt,Ireland,Wolverhampton Wanderers,3,0
Cameron Jerome,England,Birmingham City,3,0
Andy Johnson,England,Fulham FC,3,0
Chung-yong Lee,South Korea,Bolton Wanderers,3,0
Aaron Lennon,England,Tottenham Hotspur,3,0
Joleon Lescott,England,Manchester City,3,0
James McCarthy,Ireland,Wigan Athletic,3,0
 Mikel Arteta,Spain,Everton FC,3,0
Luka Modrić,Croatia,Tottenham Hotspur,3,1
Ryan Nelsen,New Zealand,Blackburn Rovers,3,0
Jamie O'Hara,England,Wolverhampton Wanderers,3,0
Victor Obinna,Nigeria,West Ham United,3,0
Jermaine Pennant,England,Stoke City,3,0
Martin Petrov,Bulgaria,Bolton Wanderers,3,0
