player,country,team,assists
Giovani dos Santos,Mexico,Racing Santander,2
 Farinós,Spain,Hércules CF,2
 Filipe Luís,Brazil,Atlético Madrid,2
 Fran Mérida,Spain,Atlético Madrid,2
 Granero,Spain,Real Madrid,2
Antoine Griezmann,France,Real Sociedad,2
 Igor Martínez,Spain,Athletic Bilbao,2
 Juanmi,Spain,Málaga CF,2
Frederic Kanouté,Mali,Sevilla FC,2
Seydou Keita,Mali,FC Barcelona,2
 Manuel Pablo,Spain,Deportivo La Coruña,2
Enzo Maresca,Italy,Málaga CF,2
 Mario,Spain,Villarreal CF,2
 Miguel,Portugal,Valencia CF,2
 Mosquera,Spain,Getafe CF,2
 Muniain,Spain,Athletic Bilbao,2
Emilio N'Sue,Equatorial Guinea,RCD Mallorca,2
 Nacho Cases,Spain,Sporting Gijón,2
 Nacho Monreal,Spain,CA Osasuna,2
 Orbaiz,Spain,Athletic Bilbao,2
 Ortiz,Spain,UD Almería,2
Quincy Owusu-Abeyie,Ghana,Málaga CF,2
 Pablo Álvarez,Spain,Deportivo La Coruña,2
 Pepe,Portugal,Real Madrid,2
 Pinillos,Spain,Racing Santander,2
Ivan Rakitić,Croatia,Sevilla FC,2
 Recio,Spain,Málaga CF,2
 Renato,Brazil,Sevilla FC,2
 Riki,Spain,Deportivo La Coruña,2
Salomón Rondón,Venezuela,Málaga CF,2
Marco Rubén,Argentina,Villarreal CF,2
 Rubén Pérez,Spain,Deportivo La Coruña,2
 Rubén Suárez,Spain,Levante UD,2
 Sergio,Spain,CA Osasuna,2
 Sergio Ramos,Spain,Real Madrid,2
 Sergio Tejera,Spain,RCD Mallorca,2
 Tiago,Portugal,Atlético Madrid,2
 Torrejón,Spain,Racing Santander,2
Tomáš Ujfaluši,Czech Republic,Atlético Madrid,2
 Víctor Casadesús,Spain,RCD Mallorca,2
 Xavi Torres,Spain,Levante UD,2
 Xisco Muñoz,Spain,Levante UD,2
 Xisco Nadal,Spain,Levante UD,2
 Zurutuza,Spain,Real Sociedad,2
 Abraham Paz,Spain,Hércules CF,1
 Adrián,Spain,Racing Santander,1
 Adriano,Brazil,FC Barcelona,1
 Albelda,Spain,Valencia CF,1
Juan Albín,Uruguay,Getafe CF,1
 Alfaro,Spain,Sevilla FC,1
 Ansotegi,Spain,Real Sociedad,1
 Antonio Luna,Spain,Sevilla FC,1
 Arbeloa,Spain,Real Madrid,1
 Aurtenetxe,Spain,Athletic Bilbao,1
 Ayoze,Spain,RCD Mallorca,1
 Ballesteros,Spain,Levante UD,1
Saïd Boutahar,Morocco,Real Zaragoza,1
Claudio Bravo,Chile,Real Sociedad,1
 Bruno,Spain,Valencia CF,1
 Camacho,Spain,Atlético Madrid,1
 Canales,Spain,Real Madrid,1
 Capel,Spain,Sevilla FC,1
 Colsa,Spain,Racing Santander,1
 Corona,Spain,UD Almería,1
Mouhamadou Dabo,France,Sevilla FC,1
 Dani Estrada,Spain,Real Sociedad,1
 David García,Spain,Espanyol Barcelona,1
 De la Bella,Spain,Real Sociedad,1
 Del Horno,Spain,Levante UD,1
Vadim Demidov,Norway,Real Sociedad,1
Lassana Diarra,France,Real Madrid,1
Cata Díaz,Argentina,Getafe CF,1
 Diego Rivas,Spain,Real Sociedad,1
Alejandro Domínguez,Argentina,Valencia CF,1
Royston Drenthe,Netherlands,Hércules CF,1
 Edinho,Portugal,Málaga CF,1
 Edson Ratinho,Brazil,RCD Mallorca,1
 Fontàs,Spain,FC Barcelona,1
 Francis,Spain,Racing Santander,1
Henok Goitom,Eritrea,UD Almería,1
Andrés Guardado,Mexico,Deportivo La Coruña,1
Tiberio Guarente,Italy,Sevilla FC,1
 Gurpegi,Spain,Athletic Bilbao,1
 Henrique,Brazil,Racing Santander,1
Akihiro Ienaga,Japan,RCD Mallorca,1
 Ivan Bolado,Equatorial Guinea,Racing Santander,1
Michael Jakobsen,Denmark,UD Almería,1
Jiří Jarošík,Czech Republic,Real Zaragoza,1
 Javi Chica,Spain,Espanyol Barcelona,1
 Javi Márquez,Spain,Espanyol Barcelona,1
 Javi Martínez,Spain,Athletic Bilbao,1
 Jeffrén,Spain,FC Barcelona,1
 João Victor,Brazil,RCD Mallorca,1
 Jorge López,Spain,Real Zaragoza,1
 José Carlos,Spain,Sevilla FC,1
 Juan Rodríguez,Spain,Deportivo La Coruña,1
 Juanra,Spain,Hércules CF,1
 Juca,Brazil,Deportivo La Coruña,1
 Júlio Baptista,Brazil,Málaga CF,1
Sami Khedira,Germany,Real Madrid,1
 Kike Sola,Spain,CA Osasuna,1
 Koke,Spain,Atlético Madrid,1
 Lafita,Spain,Real Zaragoza,1
 Luis Alberto,Spain,Sevilla FC,1
 Luís Fabiano,Brazil,Sevilla FC,1
 Luque,Spain,Racing Santander,1
Modeste M'Bami,Cameroon,UD Almería,1
 Mané,Spain,Getafe CF,1
 Manuel Fernandes,Portugal,Valencia CF,1
 Marcos Senna,Spain,Villarreal CF,1
 Maxwell,Brazil,FC Barcelona,1
 Míchel,Brazil,UD Almería,1
 Míchel,Spain,Deportivo La Coruña,1
 Mikel,Spain,Real Sociedad,1
Jefferson Montero,Ecuador,Levante UD,1
Patrick Mtiliga,Denmark,Málaga CF,1
 Nano,Spain,Levante UD,1
Javad Nekounam,Iran,CA Osasuna,1
 Nélson,Portugal,CA Osasuna,1
Lassad Nouioui,Tunisia,Deportivo La Coruña,1
 Paco Peña,Spain,Hércules CF,1
 Paredes,Spain,Real Zaragoza,1
Marco Pérez,Colombia,Real Zaragoza,1
 Piqué,Spain,FC Barcelona,1
Leonardo Ponzio,Argentina,Real Zaragoza,1
 Portillo,Spain,Málaga CF,1
 Rafa Jordà,Spain,Levante UD,1
 Raúl Tamudo,Spain,Real Sociedad,1
 Rodri,Spain,Sevilla FC,1
Markus Rosenberg,Sweden,Racing Santander,1
 Rufete,Spain,Hércules CF,1
 Rui Fonte,Portugal,Espanyol Barcelona,1
 Sandro Silva,Brazil,Málaga CF,1
Gastón Sangoy,Argentina,Sporting Gijón,1
Jeffrey Sarpong,Netherlands,Real Sociedad,1
 Sergi Roberto,Spain,FC Barcelona,1
 Sergio,Spain,Levante UD,1
 Sergio García,Spain,Espanyol Barcelona,1
 Sergio Sánchez,Spain,Sevilla FC,1
Kris Stadsgaard,Denmark,Málaga CF,1
Cristhian Stuani,Uruguay,Levante UD,1
Olivier Thomert,Martinique,Hércules CF,1
Mehmet Topal,Turkey,Valencia CF,1
Krisztián Vadócz,Hungary,CA Osasuna,1
 Valera,Spain,Atlético Madrid,1
Diego Valeri,Argentina,UD Almería,1
 Valerón,Spain,Deportivo La Coruña,1
Fabián Vargas,Colombia,UD Almería,1
 Weligton,Brazil,Málaga CF,1
Didier Zokora,Ivory Coast,Sevilla FC,1
