player,country,team,assists
Ángel Di María,Argentina,Real Madrid,17
 Cesc Fàbregas,Spain,FC Barcelona,13
 Koke,Spain,Atlético Madrid,13
Gareth Bale,Wales,Real Madrid,12
 Susaeta,Spain,Athletic Bilbao,12
Carlos Vela,Mexico,Real Sociedad,12
Lionel Messi,Argentina,FC Barcelona,11
Ivan Rakitić,Croatia,Sevilla FC,11
Alexis Sánchez,Chile,FC Barcelona,11
Karim Benzema,France,Real Madrid,9
 Cristiano Ronaldo,Portugal,Real Madrid,9
 Neymar,Brazil,FC Barcelona,9
 Sergio García,Spain,Espanyol Barcelona,9
Giovani dos Santos,Mexico,Villarreal CF,8
Sofiane Féghouli,Algeria,Valencia CF,8
 Gabi,Spain,Atlético Madrid,8
 Pedro,Spain,FC Barcelona,8
 Rubén Pardo,Spain,Real Sociedad,8
 Aduriz,Spain,Athletic Bilbao,7
 Jonathan Viera,Spain,Rayo Vallecano,7
 Suso,Spain,UD Almería,7
 Cani,Spain,Villarreal CF,6
 Iniesta,Spain,FC Barcelona,6
 Iraola,Spain,Athletic Bilbao,6
 Isco,Spain,Real Madrid,6
 Jonathan Pereira,Spain,Villarreal CF,6
Luka Modrić,Croatia,Real Madrid,6
Fabián Orellana,Chile,Celta Vigo,6
 Pablo Sarabia,Spain,Getafe CF,6
 Parejo,Spain,Valencia CF,6
 Rafinha,Brazil,Celta Vigo,6
 Reyes,Spain,Sevilla FC,6
Nordin Amrabat,Morocco,Málaga CF,5
 Ander Herrera,Spain,Athletic Bilbao,5
Javier Aquino,Mexico,Villarreal CF,5
Carlos Bacca,Colombia,Sevilla FC,5
 Cote,Spain,Real Sociedad,5
 Diego Castro,Spain,Getafe CF,5
 Duda,Portugal,Málaga CF,5
Patrick Ebert,Germany,Real Valladolid,5
Augusto Fernández,Argentina,Celta Vigo,5
 Fran Rico,Spain,Granada CF,5
Andreas Ivanschitz,Austria,Levante UD,5
 Juanfran,Spain,Atlético Madrid,5
 Marcelo,Brazil,Real Madrid,5
 Pedro León,Spain,Getafe CF,5
 Simão,Portugal,Espanyol Barcelona,5
José Sosa,Argentina,Atlético Madrid,5
 Trashorras,Spain,Rayo Vallecano,5
 Vitolo,Spain,Sevilla FC,5
Éver Banega,Argentina,Valencia CF,4
 Coro,Spain,Elche CF,4
 Jesé,Spain,Real Madrid,4
Michael Krohn-Dehli,Denmark,Celta Vigo,4
Stéphane M'bia,Cameroon,Sevilla FC,4
 Muniain,Spain,Athletic Bilbao,4
 Óscar,Spain,Real Valladolid,4
 Peña,Spain,Real Valladolid,4
 Sevilla,Spain,Real Betis,4
 Soriano,Spain,UD Almería,4
Arda Turan,Turkey,Atlético Madrid,4
 Adrián,Spain,Atlético Madrid,3
 Aleix Vidal,Spain,UD Almería,3
 Álvaro Cejudo,Spain,CA Osasuna,3
Emiliano Armenteros,Argentina,CA Osasuna,3
 Barragán,Spain,Valencia CF,3
 Beñat,Spain,Athletic Bilbao,3
 Bueno,Spain,Rayo Vallecano,3
 Carles Gil,Spain,Elche CF,3
Gonzalo Castro,Uruguay,Real Sociedad,3
 Charles,Brazil,Celta Vigo,3
 Dani Alves,Brazil,FC Barcelona,3
 David Villa,Spain,Atlético Madrid,3
 Diego Costa,Spain,Atlético Madrid,3
Nabil El Zhar,Morocco,Levante UD,3
 Filipe Luís,Brazil,Atlético Madrid,3
Kevin Gameiro,France,Sevilla FC,3
Antoine Griezmann,France,Real Sociedad,3
 Iturraspe,Spain,Athletic Bilbao,3
 Lanzarote,Spain,Espanyol Barcelona,3
Joaquin Larrivey,Argentina,Rayo Vallecano,3
 Marc Bertrán,Spain,CA Osasuna,3
Marko Marin,Germany,Sevilla FC,3
 Markel Bergara,Spain,Real Sociedad,3
 Moi Gómez,Spain,Villarreal CF,3
Pablo Piatti,Argentina,Valencia CF,3
 Roberto Torres,Spain,CA Osasuna,3
Fausto Rossi,Italy,Real Valladolid,3
Cristhian Stuani,Uruguay,Espanyol Barcelona,3
 Xabi Prieto,Spain,Real Sociedad,3
 Xumetra,Spain,Levante UD,3
 Álex López,Spain,Celta Vigo,2
 Álvaro Vadillo,Spain,Real Betis,2
Marcos Angeleri,Argentina,Málaga CF,2
Brayan Angulo,Colombia,Granada CF,2
 Antunes,Portugal,Málaga CF,2
 Borja,Spain,Getafe CF,2
Yacine Brahimi,Algeria,Granada CF,2
 Bruno Soriano,Spain,Villarreal CF,2
 Canales,Spain,Real Sociedad,2
 Corona,Spain,UD Almería,2
 Cristian Tello,Spain,FC Barcelona,2
 Dani Carvajal,Spain,Real Madrid,2
 De la Bella,Spain,Real Sociedad,2
 De Marcos,Spain,Athletic Bilbao,2
Babá Diawara,Senegal,Levante UD,2
 Diogo,Portugal,Sevilla FC,2
Mounir El Hamdaoui,Morocco,Málaga CF,2
Youssef El-Arabi,Morocco,Granada CF,2
 Escudero,Spain,Getafe CF,2
 Fidel,Spain,Elche CF,2
 Gavilán,Spain,Getafe CF,2
 Hugo Mallo,Spain,Celta Vigo,2
 Iago Falqué,Spain,Rayo Vallecano,2
 Ibai,Spain,Athletic Bilbao,2
 Jairo,Spain,Sevilla FC,2
 Jesús Gámez,Spain,Málaga CF,2
 João Pereira,Portugal,Valencia CF,2
 Jonny,Spain,Celta Vigo,2
 Jordi Alba,Spain,FC Barcelona,2
 Juan Bernat,Spain,Valencia CF,2
 Juanfran,Spain,Real Betis,2
 Juankar,Spain,Real Betis,2
Mehdi Lacen,Algeria,Getafe CF,2
 Manucho,Angola,Real Valladolid,2
 Mario,Spain,Villarreal CF,2
 Martín Montoya,Spain,FC Barcelona,2
 Míchel,Spain,Valencia CF,2
 Nolito,Spain,Celta Vigo,2
Allan Nyom,Cameroon,Granada CF,2
 Paco Alcácer,Spain,Valencia CF,2
Jérémy Perbet,France,Villarreal CF,2
Pablo Pérez,Argentina,Málaga CF,2
 Puñal,Spain,CA Osasuna,2
 Rafita,Spain,UD Almería,2
 Raúl García,Spain,Atlético Madrid,2
 Rodri,Spain,UD Almería,2
Garry Rodrigues,Cape Verde,Elche CF,2
 Samuel,Spain,Málaga CF,2
Roque Santa Cruz,Paraguay,Málaga CF,2
Haris Seferović,Switzerland,Real Sociedad,2
 Sergi Darder,Spain,Málaga CF,2
 Tébar,Spain,UD Almería,2
 Toni,Spain,Celta Vigo,2
 Trigueros,Spain,Villarreal CF,2
