player,country,team,assists
Danilo D'Ambrosio,Italy,Inter,2
 Dodô,Brazil,Inter,2
Alfred Duncan,Ghana,Sampdoria,2
Stephan El Shaarawy,Italy,AC Milan,2
Urby Emanuelson,Netherlands,AS Roma,2
Patrice Evra,France,Juventus,2
Faouzi Ghoulam,Algeria,SSC Napoli,2
Alberto Gilardino,Italy,ACF Fiorentina,2
Massimo Gobbi,Italy,Parma FC,2
Juan Gómez,Argentina,Hellas Verona,2
Mario Gomez,Germany,ACF Fiorentina,2
Papu Gómez,Argentina,Atalanta,2
Elseid Hysaj,Albania,Empoli FC,2
Mariano Izco,Argentina,Chievo Verona,2
Boško Janković,Serbia,Hellas Verona,2
 João Pedro,Brazil,Cagliari Calcio,2
 Joaquín,Spain,ACF Fiorentina,2
Mateo Kovačić,Croatia,Inter,2
Jasmin Kurtić,Slovenia,ACF Fiorentina,2
Achraf Lazaar,Morocco,US Palermo,2
Maxime Lestienne,Belgium,Genoa CFC,2
Adem Ljajić,Serbia,AS Roma,2
Maxi López,Argentina,Chievo Verona,2
Nicolás López,Uruguay,Hellas Verona,2
Alessandro Lucarelli,Italy,Parma FC,2
Giovanni Marchese,Italy,Genoa CFC,2
Stefano Mauri,Italy,Lazio Roma,2
Radja Nainggolan,Belgium,AS Roma,2
Stefano Okaka,Italy,Sampdoria,2
Pablo Osvaldo,Italy,Inter,2
Marco Parolo,Italy,Lazio Roma,2
Leonardo Pavoletti,Italy,Genoa CFC,2
Mauricio Pinilla,Chile,Atalanta,2
Lukas Podolski,Germany,Inter,2
Andrea Poli,Italy,AC Milan,2
Stefan Radu,Romania,Lazio Roma,2
Cristian Raimondi,Italy,Atalanta,2
Tomás Rincón,Venezuela,Genoa CFC,2
Andrea Rispoli,Italy,Parma FC,2
Alessio Romagnoli,Italy,AS Roma,2
Luca Rossettini,Italy,Cagliari Calcio,2
Javier Saviola,Argentina,Hellas Verona,2
Xherdan Shaqiri,Switzerland,Inter,2
Matías Silvestre,Argentina,Sampdoria,2
Roberto Soriano,Italy,Sampdoria,2
Ivan Strinić,Croatia,SSC Napoli,2
Kevin Strootman,Netherlands,AS Roma,2
Nenad Tomović,Serbia,ACF Fiorentina,2
Luca Toni,Italy,Hellas Verona,2
Marco van Ginkel,Netherlands,AC Milan,2
Daniele Verde,Italy,AS Roma,2
Arturo Vidal,Chile,Juventus,2
Massimo Volta,Italy,AC Cesena,2
Simone Zaza,Italy,Sassuolo Calcio,2
Piotr Zieliński,Poland,Empoli FC,2
Ervin Zukanović,Bosnia-Herzegovina,Chievo Verona,2
Juan Zúñiga,Colombia,SSC Napoli,2
Alessandro Agostini,Italy,Hellas Verona,1
Emmanuel Agyemang-Badu,Ghana,Udinese Calcio,1
Luca Antonelli,Italy,AC Milan,1
Pablo Armero,Colombia,AC Milan,1
Federico Barba,Italy,Empoli FC,1
Nicola Bellomo,Italy,Chievo Verona,1
Andrea Belotti,Italy,US Palermo,1
Simone Benedetti,Italy,Cagliari Calcio,1
Francesco Benussi,Italy,Hellas Verona,1
Gonzalo Bergessio,Argentina,Sampdoria,1
Lucas Biglia,Argentina,Lazio Roma,1
Valter Birsa,Slovenia,Chievo Verona,1
Edson Braafheid,Netherlands,Lazio Roma,1
Željko Brkić,Serbia,Cagliari Calcio,1
Marcelo Brozović,Croatia,Inter,1
Carlos Carmona,Chile,Atalanta,1
Emmanuel Cascione,Italy,AC Cesena,1
Giorgio Chiellini,Italy,Juventus,1
Isaac Cofie,Ghana,Chievo Verona,1
Tino Costa,Argentina,Genoa CFC,1
Daniele Croce,Italy,Empoli FC,1
Marco D'Alessandro,Italy,Atalanta,1
Matteo Darmian,Italy,Torino FC,1
 David López,Spain,SSC Napoli,1
Jonathan de Guzmán,Netherlands,SSC Napoli,1
Sebastien De Maio,France,Genoa CFC,1
Morgan De Sanctis,Italy,AS Roma,1
Cristiano Del Grosso,Italy,Atalanta,1
Daniele Dessena,Italy,Cagliari Calcio,1
Godfred Donsah,Ghana,Cagliari Calcio,1
Milan Đurić,Bosnia-Herzegovina,AC Cesena,1
Albin Ekdal,Sweden,Cagliari Calcio,1
Nicholas Frey,France,Chievo Verona,1
Daniele Galloppa,Italy,Parma FC,1
Walter Gargano,Uruguay,SSC Napoli,1
Giancarlo González,Costa Rica,US Palermo,1
Leandro Greco,Italy,Genoa CFC,1
 Henrique,Brazil,SSC Napoli,1
José Holebas,Greece,AS Roma,1
 Hugo Almeida,Portugal,AC Cesena,1
Artur Ioniță,Moldova,Hellas Verona,1
Juan Iturbe,Paraguay,AS Roma,1
Mato Jajalo,Bosnia-Herzegovina,US Palermo,1
Seydou Keita,Mali,AS Roma,1
Kalidou Koulibaly,Senegal,SSC Napoli,1
Luka Krajnc,Slovenia,AC Cesena,1
Zdravko Kuzmanović,Serbia,Inter,1
Diego Laxalt,Uruguay,Empoli FC,1
Dejan Lazarevič,Slovenia,Chievo Verona,1
 Llorente,Spain,Juventus,1
Francesco Lodi,Italy,Parma FC,1
Alessandro Longhi,Italy,Sassuolo Calcio,1
 Maicon,Brazil,AS Roma,1
Rafael Márquez,Mexico,Hellas Verona,1
Ivan Martić,Croatia,Hellas Verona,1
Josef Martínez,Venezuela,Torino FC,1
José Mauri,Italy,Parma FC,1
Gary Medel,Chile,Inter,1
Cristian Molinaro,Italy,Torino FC,1
Michel Morganella,Switzerland,US Palermo,1
Paul Mpoku,Congo DR,Cagliari Calcio,1
Sulley Ali Muntari,Ghana,AC Milan,1
M'Baye Niang,Senegal,AC Milan,1
Antonio Nocerino,Italy,Parma FC,1
Mounir Obbadi,Morocco,Hellas Verona,1
Ogenyi Onazi,Nigeria,Lazio Roma,1
Raffaele Palladino,Italy,Parma FC,1
Giovanni Pasquale,Italy,Udinese Calcio,1
 Pedro Obiang,Spain,Sampdoria,1
Sergio Pellissier,Italy,Chievo Verona,1
Federico Peluso,Italy,Sassuolo Calcio,1
Simone Pepe,Italy,Juventus,1
Robin Quaison,Sweden,US Palermo,1
Ivan Radovanović,Serbia,Chievo Verona,1
Adil Rami,France,AC Milan,1
 Raúl Albiol,Spain,SSC Napoli,1
Francesco Renzetti,Italy,AC Cesena,1
Luca Rigoni,Italy,US Palermo,1
Facundo Roncaglia,Argentina,Genoa CFC,1
 Rubén Pérez,Spain,Torino FC,1
Jacopo Sala,Italy,Hellas Verona,1
Juan Sánchez Miño,Argentina,Torino FC,1
Fabiano Santacroce,Italy,Parma FC,1
Stefan Savić,Montenegro,ACF Fiorentina,1
Frederik Sørensen,Denmark,Hellas Verona,1
 Suso,Spain,AC Milan,1
Andrea Tabanelli,Italy,AC Cesena,1
Panagiotis Tachtsidis,Greece,Hellas Verona,1
Francesco Tavano,Italy,Empoli FC,1
Salih Uçan,Turkey,AS Roma,1
Mattia Valoti,Italy,Hellas Verona,1
 Varela,Portugal,Parma FC,1
Juan Vargas,Peru,ACF Fiorentina,1
Simone Verdi,Italy,Empoli FC,1
Paweł Wszołek,Poland,Sampdoria,1
Cristian Zaccardo,Italy,AC Milan,1
Cristián Zapata,Colombia,AC Milan,1
Duván Zapata,Colombia,SSC Napoli,1
Davide Zappacosta,Italy,Atalanta,1
 Zé Eduardo,Brazil,AC Cesena,1
