player,country,team,goal,penalty
Leon Best,Ireland,Newcastle United,4,0
Yohan Cabaye,France,Newcastle United,4,0
Andy Carroll,England,Liverpool FC,4,0
Mark Davies,England,Bolton Wanderers,4,0
Kevin Doyle,Ireland,Wolverhampton Wanderers,4,0
Chris Eagles,England,Bolton Wanderers,4,0
Mauro Fórmica,Argentina,Blackburn Rovers,4,0
 Gervinho,Ivory Coast,Arsenal FC,4,0
Wes Hoolahan,Ireland,Norwich City,4,0
Cameron Jerome,England,Stoke City,4,0
Luka Modrić,Croatia,Tottenham Hotspur,4,0
Leon Osman,England,Everton FC,4,0
Martin Petrov,Bulgaria,Bolton Wanderers,4,4
Stilian Petrov,Bulgaria,Aston Villa,4,0
Steven Pienaar,South Africa,Everton FC,4,0
Nigel Reo-Coker,England,Bolton Wanderers,4,0
Maxi Rodriguez,Argentina,Liverpool FC,4,0
Louis Saha,France,Everton FC,4,0
Paul Scholes,England,Manchester United,4,0
Andrew Surman,South Africa,Norwich City,4,0
Carlos Tévez,Argentina,Manchester City,4,0
Antonio Valencia,Ecuador,Manchester United,4,0
Joey Barton,England,Newcastle United,3,0
Emmerson Boyce,Barbados,Wigan Athletic,3,0
Gary Cahill,England,Bolton Wanderers,3,0
Gary Caldwell,Scotland,Wigan Athletic,3,0
Momo Diamé,Senegal,Wigan Athletic,3,0
Graham Dorrans,Scotland,West Bromwich Albion,3,0
Royston Drenthe,Netherlands,Everton FC,3,0
Dave Edwards,Wales,Wolverhampton Wanderers,3,0
Matthew Etherington,England,Stoke City,3,0
Marouane Fellaini,Belgium,Everton FC,3,0
Craig Gardner,England,Sunderland AFC,3,0
Stephen Hunt,Ireland,Wolverhampton Wanderers,3,3
Robert Huth,Germany,Stoke City,3,0
Branislav Ivanović,Serbia,Chelsea FC,3,0
Simeon Jackson,Canada,Norwich City,3,0
Andy Johnson,England,Fulham FC,3,0
Robbie Keane,Ireland,Aston Villa,3,0
Michael Kightly,England,Wolverhampton Wanderers,3,0
Vincent Kompany,Belgium,Manchester City,3,0
Aaron Lennon,England,Tottenham Hotspur,3,0
Shaun Maloney,Scotland,Wigan Athletic,3,1
James McArthur,Scotland,Wigan Athletic,3,0
James Milner,England,Manchester City,3,1
Danny Murphy,England,Fulham FC,3,2
David N'Gog,France,Bolton Wanderers,3,0
Morten Gamst Pedersen,Norway,Blackburn Rovers,3,0
Paul Scharner,Austria,West Bromwich Albion,3,0
Apostolos Vellios,Greece,Everton FC,3,0
Stephen Ward,Ireland,Wolverhampton Wanderers,3,0
Ben Watson,England,Wigan Athletic,3,2
Charlie Adam,Scotland,Liverpool FC,2,1
Marc Albrighton,England,Aston Villa,2,0
Antolín Alcaráz,Paraguay,Wigan Athletic,2,0
Shola Ameobi,Nigeria,Newcastle United,2,0
 Anderson,Brazil,Manchester United,2,0
 André Santos,Brazil,Arsenal FC,2,0
Keith Andrews,Ireland,West Bromwich Albion,2,0
Benoît Assou-Ekotto,Cameroon,Tottenham Hotspur,2,0
Jay Bothroyd,England,Queens Park Rangers,2,0
Chris Brunt,Northern Ireland,West Bromwich Albion,2,0
Ákos Buzsáky,Hungary,Queens Park Rangers,2,0
Tim Cahill,Australia,Everton FC,2,0
Michael Carrick,England,Manchester United,2,0
 David Luiz,Brazil,Chelsea FC,2,0
Rory Delap,Ireland,Stoke City,2,0
Mousa Dembélé,Belgium,Fulham FC,2,0
Damien Duff,Ireland,Fulham FC,2,0
David Dunn,England,Blackburn Rovers,2,0
Marc-Antoine Fortuné,France,West Bromwich Albion,2,0
Ryan Giggs,Wales,Manchester United,2,0
David Goodwillie,Scotland,Blackburn Rovers,2,0
Jonás Gutiérrez,Argentina,Newcastle United,2,0
Jordan Henderson,England,Liverpool FC,2,0
Thierry Henry,France,Arsenal FC,2,0
Phil Jagielka,England,Everton FC,2,0
Dong-won Ji,South Korea,Sunderland AFC,2,0
Bradley Johnson,England,Norwich City,2,0
Aleksandar Kolarov,Serbia,Manchester City,2,0
Laurent Koscielny,France,Arsenal FC,2,0
Dirk Kuyt,Netherlands,Liverpool FC,2,0
Joleon Lescott,England,Manchester City,2,0
Leroy Lita,England,Swansea City,2,0
Florent Malouda,French Guyana,Chelsea FC,2,0
Russell Martin,Scotland,Norwich City,2,0
Gareth McAuley,Northern Ireland,West Bromwich Albion,2,0
Luke Moore,England,Swansea City,2,0
Charles N'Zogbia,France,Aston Villa,2,0
Steven N'Zonzi,France,Blackburn Rovers,2,0
Jamie O'Hara,England,Wolverhampton Wanderers,2,0
Jonas Olsson,Sweden,West Bromwich Albion,2,0
Alex Oxlade-Chamberlain,England,Arsenal FC,2,0
Ji-Sung Park,South Korea,Manchester United,2,0
Aaron Ramsey,Wales,Arsenal FC,2,0
 Raúl Meireles,Portugal,Chelsea FC,2,0
Kieran Richardson,England,Sunderland AFC,2,0
Hugo Rodallega,Colombia,Wigan Athletic,2,0
Jack Rodwell,England,Everton FC,2,0
 Rubén Rochina,Spain,Blackburn Rovers,2,0
Bryan Ruiz,Costa Rica,Fulham FC,2,0
Christopher Samba,Congo,Blackburn Rovers,2,0
Ryan Shawcross,England,Stoke City,2,0
Martin Škrtel,Slovakia,Liverpool FC,2,0
Tommy Smith,England,Queens Park Rangers,2,0
Adel Taarabt,Morocco,Queens Park Rangers,2,0
Ryan Taylor,England,Newcastle United,2,0
David Vaughan,Wales,Sunderland AFC,2,0
Kyle Walker,England,Tottenham Hotspur,2,0
Stephen Warnock,England,Aston Villa,2,0
Andreas Weimann,Austria,Aston Villa,2,0
David Wheater,England,Bolton Wanderers,2,0
Luke Young,England,Aston Villa,2,0
Daniel Agger,Denmark,Liverpool FC,1,0
 Andrea Orlandi,Spain,Swansea City,1,0
Nicolas Anelka,France,Chelsea FC,1,0
Andrey Arshavin,Russia,Arsenal FC,1,0
Barry Bannan,Scotland,Aston Villa,1,1
Phil Bardsley,Scotland,Sunderland AFC,1,0
Leon Barnett,England,Norwich City,1,0
Gareth Barry,England,Manchester City,1,0
Elliott Bennett,England,Norwich City,1,0
 Bosingwa,Portugal,Chelsea FC,1,0
Dedryck Boyata,Belgium,Bolton Wanderers,1,0
Titus Bramble,England,Sunderland AFC,1,0
Wes Brown,England,Sunderland AFC,1,0
DJ Campbell,England,Queens Park Rangers,1,0
Fraizer Campbell,England,Sunderland AFC,1,0
Marouane Chamakh,Morocco,Arsenal FC,1,0
Ciaran Clark,Ireland,Aston Villa,1,0
Sebastián Coates,Uruguay,Liverpool FC,1,0
Jack Colback,England,Sunderland AFC,1,0
James Collins,Wales,Aston Villa,1,0
 Crusat,Spain,Wigan Athletic,1,0
Scott Dann,England,Blackburn Rovers,1,0
Ritchie De Laet,Belgium,Norwich City,1,0
Shaun Derry,England,Queens Park Rangers,1,0
Samba Diakité,Mali,Queens Park Rangers,1,0
Mahamadou Diarra,Mali,Fulham FC,1,0
Richard Dunne,Ireland,Aston Villa,1,0
Sylvain Ebanks-Blake,England,Wolverhampton Wanderers,1,0
Ahmed El Mohamady,Egypt,Sunderland AFC,1,0
Jonny Evans,Northern Ireland,Manchester United,1,0
Alejandro Faurlín,Argentina,Queens Park Rangers,1,0
Darren Fletcher,Scotland,Manchester United,1,0
Kieran Gibbs,England,Arsenal FC,1,0
Darron Gibson,Ireland,Everton FC,1,0
Dan Gosling,England,Newcastle United,1,0
Magaye Gueye,Senegal,Everton FC,1,0
Danny Guthrie,England,Newcastle United,1,0
Grant Hanley,Scotland,Blackburn Rovers,1,0
John Heitinga,Netherlands,Everton FC,1,0
Chris Herd,Australia,Aston Villa,1,0
Emile Heskey,England,Aston Villa,1,0
Tim Howard,USA,Everton FC,1,0
Jonny Howson,England,Norwich City,1,0
Stephen Ireland,Ireland,Aston Villa,1,0
Glen Johnson,England,Liverpool FC,1,0
Kenwyne Jones,Trinidad & Tobago,Stoke City,1,0
Phil Jones,England,Manchester United,1,0
Younès Kaboul,France,Tottenham Hotspur,1,0
Salomon Kalou,Ivory Coast,Chelsea FC,1,0
Niko Kranjčar,Croatia,Tottenham Hotspur,1,0
Eric Lichaj,USA,Aston Villa,1,0
 Marcos Alonso,Spain,Bolton Wanderers,1,0
Fabrice Muamba,England,Bolton Wanderers,1,0
Youssuf Mulumbu,Congo DR,West Bromwich Albion,1,0
Gabriel Obertan,France,Newcastle United,1,0
 Orlando Sá,Portugal,Fulham FC,1,0
Roman Pavlyuchenko,Russia,Tottenham Hotspur,1,0
Darren Pratley,England,Bolton Wanderers,1,0
Steven Reid,Ireland,West Bromwich Albion,1,0
Micah Richards,England,Manchester City,1,0
Sam Ricketts,Wales,Bolton Wanderers,1,0
Liam Ridgewell,England,West Bromwich Albion,1,0
Tomáš Rosický,Czech Republic,Arsenal FC,1,0
Wayne Routledge,England,Swansea City,1,0
Bacary Sagna,France,Arsenal FC,1,0
Stefan Savić,Montenegro,Manchester City,1,0
Philippe Senderos,Switzerland,Fulham FC,1,0
Jonjo Shelvey,England,Liverpool FC,1,0
Ryan Shotton,England,Stoke City,1,0
Steven Sidwell,England,Fulham FC,1,0
Chris Smalling,England,Manchester United,1,0
Alex Song,Cameroon,Arsenal FC,1,0
Grétar Steinsson,Iceland,Bolton Wanderers,1,0
Denis Stracqualursi,Argentina,Everton FC,1,0
Taye Taïwo,Nigeria,Queens Park Rangers,1,0
Somen Tchoyi,Cameroon,West Bromwich Albion,1,0
Jerome Thomas,England,West Bromwich Albion,1,0
Matthew Upson,England,Stoke City,1,0
Simon Vukčević,Montenegro,Blackburn Rovers,1,0
Glenn Whelan,Ireland,Stoke City,1,0
Connor Wickham,England,Sunderland AFC,1,0
Aaron Wilbraham,England,Norwich City,1,0
Ashley Williams,Wales,Swansea City,1,0
Pablo Zabaleta,Argentina,Manchester City,1,0
Ronald Zubar,Guadeloupe,Wolverhampton Wanderers,1,0
