player,country,team,goal,penalty
Tom Cleverley,England,Everton FC,2,0
Aaron Cresswell,England,West Ham United,2,0
 David Silva,Spain,Manchester City,2,0
Damien Delaney,Ireland,Crystal Palace,2,0
Fabian Delph,England,Manchester City,2,0
Memphis Depay,Netherlands,Manchester United,2,0
 Fernandinho,Brazil,Manchester City,2,0
 Fernando,Brazil,Manchester City,2,0
 Gerard Deulofeu,Spain,Everton FC,2,0
Jordan Henderson,England,Liverpool FC,2,0
Giannelli Imbula,France,Stoke City,2,0
Danny Ings,England,Liverpool FC,2,0
Branislav Ivanović,Serbia,Chelsea FC,2,0
Alex Iwobi,Nigeria,Arsenal FC,2,0
Daryl Janmaat,Netherlands,Newcastle United,2,0
Carl Jenkinson,England,West Ham United,2,0
Adam Johnson,England,Sunderland AFC,2,1
 José Fonte,Portugal,Southampton FC,2,0
Wahbi Khazri,Tunisia,Sunderland AFC,2,0
Sung-yueng Ki,South Korea,Swansea City,2,0
Andy King,Wales,Leicester City,2,0
Vincent Kompany,Belgium,Manchester City,2,0
Lamine Koné,Ivory Coast,Sunderland AFC,2,0
Jamaal Lascelles,England,Newcastle United,2,0
Nemanja Matić,Serbia,Chelsea FC,2,0
James McArthur,Scotland,Crystal Palace,2,0
James McCarthy,Ireland,Everton FC,2,0
James McClean,Ireland,West Bromwich Albion,2,0
Wes Morgan,Jamaica,Leicester City,2,0
Samir Nasri,France,Manchester City,2,0
Alberto Paloschi,Italy,Swansea City,2,0
Sebastian Prödl,Austria,Watford FC,2,0
Jason Puncheon,England,Crystal Palace,2,0
 Ramires,Brazil,Chelsea FC,2,0
Wayne Routledge,England,Swansea City,2,0
Bakary Sako,Mali,Crystal Palace,2,0
Stéphane Sessègnon,Benin,West Bromwich Albion,2,0
Scott Sinclair,England,Aston Villa,2,1
Adam Smith,England,AFC Bournemouth,2,0
Alexander Tettey,Norway,Norwich City,2,0
Bertrand Traoré,Burkina Faso,Chelsea FC,2,0
Joel Ward,England,Crystal Palace,2,0
James Ward-Prowse,England,Southampton FC,2,1
Ashley Westwood,England,Aston Villa,2,0
Ashley Williams,Wales,Swansea City,2,0
Wilfried Zaha,Ivory Coast,Crystal Palace,2,0
Rolando Aarons,Jamaica,Newcastle United,1,0
Charlie Adam,Scotland,Stoke City,1,0
Emmanuel Adebayor,Togo,Crystal Palace,1,0
Gabriel Agbonlahor,England,Aston Villa,1,0
Nathan Aké,Netherlands,Watford FC,1,0
 Alberto Moreno,Spain,Liverpool FC,1,0
 Alexandre Pato,Brazil,Chelsea FC,1,1
Vurnon Anita,Netherlands,Newcastle United,1,0
Harry Arter,Ireland,AFC Bournemouth,1,0
Charlie Austin,England,Southampton FC,1,0
Leandro Bacuna,Curaçao,Aston Villa,1,0
Modou Barrow,Gambia,Swansea City,1,0
Sébastien Bassong,Cameroon,Norwich City,1,0
Ryan Bertrand,England,Southampton FC,1,1
Daley Blind,Netherlands,Manchester United,1,0
Emre Can,Germany,Liverpool FC,1,0
Tom Carroll,England,Tottenham Hotspur,1,0
Craig Cathcart,Northern Ireland,Watford FC,1,0
Ciaran Clark,Ireland,Aston Villa,1,0
Nathaniel Clyne,England,Liverpool FC,1,0
Jack Colback,England,Newcastle United,1,0
Séamus Coleman,Ireland,Everton FC,1,0
Fabricio Coloccini,Argentina,Newcastle United,1,0
Jack Cork,England,Swansea City,1,0
Matteo Darmian,Italy,Manchester United,1,0
Ritchie De Laet,Belgium,Leicester City,1,0
Paul Dummett,Wales,Newcastle United,1,0
Nathan Dyer,England,Leicester City,1,0
Tommy Elphick,England,AFC Bournemouth,1,0
Jonny Evans,Northern Ireland,West Bromwich Albion,1,0
Radamel Falcao,Colombia,Chelsea FC,1,0
Marouane Fellaini,Belgium,Manchester United,1,0
Federico Fernández,Argentina,Swansea City,1,0
Darren Fletcher,Scotland,West Bromwich Albion,1,0
 Gabriel Paulista,Brazil,Arsenal FC,1,0
Kieran Gibbs,England,Arsenal FC,1,0
Lewis Grabban,Jamaica,AFC Bournemouth,1,0
Max Gradel,Ivory Coast,AFC Bournemouth,1,0
Jack Grealish,England,Aston Villa,1,0
 Héctor Bellerín,Spain,Arsenal FC,1,0
José Holebas,Greece,Watford FC,1,0
Jordon Ibe,England,Liverpool FC,1,0
Adnan Januzaj,Belgium,Manchester United,1,0
Matthew Jarvis,England,Norwich City,1,0
Nikica Jelavić,Croatia,West Ham United,1,0
Billy Jones,England,Sunderland AFC,1,0
N'Golo Kanté,France,Leicester City,1,0
 Kenedy,Brazil,Chelsea FC,1,0
Timm Klose,Switzerland,Norwich City,1,0
Rickie Lambert,England,West Bromwich Albion,1,1
Miguel Layún,Mexico,Watford FC,1,0
Joe Ledley,Wales,Crystal Palace,1,0
Chung-yong Lee,South Korea,Crystal Palace,1,0
Ruben Loftus-Cheek,England,Chelsea FC,1,0
Yann M'Vila,France,Sunderland AFC,1,0
Modibo Maïga,Mali,West Ham United,1,0
Cuco Martina,Curaçao,Southampton FC,1,0
Ryan Mason,England,Tottenham Hotspur,1,0
Gareth McAuley,Northern Ireland,West Bromwich Albion,1,0
Victor Moses,Nigeria,Chelsea FC,1,0
Dame N'Doye,Senegal,Sunderland AFC,1,0
Jonas Olsson,Sweden,West Bromwich Albion,1,0
Martin Olsson,Sweden,Norwich City,1,0
 Oriol Romeu,Spain,Southampton FC,1,0
Nicolás Otamendi,Argentina,Manchester City,1,0
Alex Oxlade-Chamberlain,England,Arsenal FC,1,0
Winston Reid,New Zealand,West Ham United,1,0
Loïc Rémy,France,Chelsea FC,1,0
Micah Richards,England,Aston Villa,1,0
Jack Rodwell,England,Sunderland AFC,1,0
Danny Rose,England,Tottenham Hotspur,1,0
Mamadou Sakho,France,Liverpool FC,1,0
Jeffrey Schlupp,Ghana,Leicester City,1,0
Morgan Schneiderlin,France,Manchester United,1,0
Bastian Schweinsteiger,Germany,Manchester United,1,0
Jonjo Shelvey,England,Newcastle United,1,1
Moussa Sissoko,France,Newcastle United,1,0
Martin Škrtel,Slovakia,Liverpool FC,1,0
John Terry,England,Chelsea FC,1,0
Kolo Touré,Ivory Coast,Liverpool FC,1,0
Kieran Trippier,England,Tottenham Hotspur,1,0
Kyle Walker,England,Tottenham Hotspur,1,0
Victor Wanyama,Kenya,Southampton FC,1,0
Ben Watson,England,Watford FC,1,0
Steven Whittaker,Scotland,Norwich City,1,0
Maya Yoshida,Japan,Southampton FC,1,0
Ashley Young,England,Manchester United,1,0
Kurt Zouma,France,Chelsea FC,1,0
