player,country,team,goal,penalty
Robert Lewandowski,Poland,Borussia Dortmund,20,4
Mario Mandžukić,Croatia,Bayern München,18,0
Josip Drmić,Switzerland,1. FC Nürnberg,17,2
Adrián Ramos,Colombia,Hertha BSC,16,3
Marco Reus,Germany,Borussia Dortmund,16,6
 Roberto Firmino,Brazil,1899 Hoffenheim,16,2
Stefan Kießling,Germany,Bayer Leverkusen,15,2
Shinji Okazaki,Japan,1. FSV Mainz 05,15,0
 Raffael,Brazil,Bor. Mönchengladbach,15,0
Ivica Olić,Croatia,VfL Wolfsburg,14,0
Pierre-Emerick Aubameyang,Gabon,Borussia Dortmund,13,0
Pierre-Michel Lasogga,Germany,Hamburger SV,13,0
Thomas Müller,Germany,Bayern München,13,3
André Hahn,Germany,FC Augsburg,12,0
Klaas Jan Huntelaar,Netherlands,FC Schalke 04,12,0
Max Kruse,Germany,Bor. Mönchengladbach,12,4
Admir Mehmedi,Switzerland,SC Freiburg,12,1
Anthony Modeste,France,1899 Hoffenheim,12,0
Hakan Çalhanoğlu,Turkey,Hamburger SV,11,1
Arjen Robben,Netherlands,Bayern München,11,1
Sejad Salihović,Bosnia-Herzegovina,1899 Hoffenheim,11,8
Kevin Volland,Germany,1899 Hoffenheim,11,0
Halil Altintop,Turkey,FC Augsburg,10,0
Eric Maxim Choupo-Moting,Cameroon,1. FSV Mainz 05,10,3
Mario Götze,Germany,Bayern München,10,0
Martin Harnik,Austria,VfB Stuttgart,10,0
Szabolcs Huszti,Hungary,Hannover 96,10,3
Vedad Ibišević,Bosnia-Herzegovina,VfB Stuttgart,10,2
Ivan Perišić,Croatia,VfL Wolfsburg,10,0
Claudio Pizarro,Peru,Bayern München,10,0
Franck Ribéry,France,Bayern München,10,0
Heung-min Son,South Korea,Bayer Leverkusen,10,0
Sami Allagui,Tunisia,Hertha BSC,9,0
Jefferson Farfán,Peru,FC Schalke 04,9,4
 Joselu,Spain,Eintracht Frankfurt,9,0
Domi Kumbela,Congo DR,Eintracht Braunschweig,9,0
Henrikh Mkhitaryan,Armenia,Borussia Dortmund,9,0
Nicolai Müller,Germany,1. FSV Mainz 05,9,0
Tobias Werner,Germany,FC Augsburg,9,0
Juan Arango,Venezuela,Bor. Mönchengladbach,8,0
Mame Diouf,Senegal,Hannover 96,8,0
Alexander Meier,Germany,Eintracht Frankfurt,8,1
Sidney Sam,Germany,Bayer Leverkusen,8,0
Maximilian Arnold,Germany,VfL Wolfsburg,7,0
Aaron Hunt,Germany,Werder Bremen,7,2
Alexandru Maxim,Romania,VfB Stuttgart,7,0
Nils Petersen,Germany,Werder Bremen,7,0
Ádám Szalai,Hungary,FC Schalke 04,7,0
Rafael van der Vaart,Netherlands,Hamburger SV,7,2
Kevin-Prince Boateng,Ghana,FC Schalke 04,6,1
Patrick Herrmann,Germany,Bor. Mönchengladbach,6,0
Max Meyer,Germany,FC Schalke 04,6,0
Sven Schipplock,Germany,1899 Hoffenheim,6,0
Xherdan Shaqiri,Switzerland,Bayern München,6,0
Maximilian Beister,Germany,Hamburger SV,5,0
Gonzalo Castro,Germany,Bayer Leverkusen,5,0
Václav Kadlec,Czech Republic,Eintracht Frankfurt,5,0
Felix Klaus,Germany,SC Freiburg,5,0
Yunus Mallı,Turkey,1. FSV Mainz 05,5,0
Ricardo Rodríguez,Switzerland,VfL Wolfsburg,5,2
Stefan Aigner,Germany,Eintracht Frankfurt,4,0
Leonardo Bittencourt,Germany,Hannover 96,4,0
Franco Di Santo,Argentina,Werder Bremen,4,0
Bas Dost,Netherlands,VfL Wolfsburg,4,0
Eljero Elia,Netherlands,Werder Bremen,4,0
Christian Gentner,Germany,VfB Stuttgart,4,0
Leon Goretzka,Germany,FC Schalke 04,4,0
Jan Hochscheidt,Germany,Eintracht Braunschweig,4,0
Miloš Jojić,Serbia,Borussia Dortmund,4,0
 Luiz Gustavo,Brazil,VfL Wolfsburg,4,0
Simon Rolfes,Germany,Bayer Leverkusen,4,0
 Ronny,Brazil,Hertha BSC,4,1
Artjoms Rudņevs,Latvia,Hamburger SV,4,0
