player,country,team,goal,penalty
Edin Džeko,Bosnia-Herzegovina,AS Roma,29,1
Dries Mertens,Belgium,SSC Napoli,28,2
Andrea Belotti,Italy,Torino FC,26,2
Gonzalo Higuaín,Argentina,Juventus,24,0
Mauro Icardi,Argentina,Inter,24,3
Ciro Immobile,Italy,Lazio Roma,23,6
Lorenzo Insigne,Italy,SSC Napoli,18,2
Keita Baldé,Senegal,Lazio Roma,16,2
Marco Borriello,Italy,Cagliari Calcio,16,1
Papu Gómez,Argentina,Atalanta,16,2
Nikola Kalinić,Croatia,ACF Fiorentina,15,1
Mohamed Salah,Egypt,AS Roma,15,0
 José Callejón,Spain,SSC Napoli,14,0
Carlos Bacca,Colombia,AC Milan,13,4
Diego Falcinelli,Italy,FC Crotone,13,2
Gregoire Defrel,France,Sassuolo Calcio,12,1
Marek Hamšík,Slovakia,SSC Napoli,12,0
 Iago Falqué,Spain,Torino FC,12,2
Fabio Quagliarella,Italy,Sampdoria,12,3
Giovanni Simeone,Argentina,Genoa CFC,12,1
Cyril Théréau,France,Udinese Calcio,12,1
Federico Bernardeschi,Italy,ACF Fiorentina,11,3
Mattia Destro,Italy,Bologna FC,11,0
Paulo Dybala,Argentina,Juventus,11,3
Luis Muriel,Colombia,Sampdoria,11,4
Radja Nainggolan,Belgium,AS Roma,11,0
Ilija Nestorovski,Macedonia,US Palermo,11,1
Ivan Perišić,Croatia,Inter,11,0
Patrik Schick,Czech Republic,Sampdoria,11,0
Khouma Babacar,Senegal,ACF Fiorentina,10,1
Roberto Inglese,Italy,Chievo Verona,10,0
Adem Ljajić,Serbia,Torino FC,10,1
Duván Zapata,Colombia,Udinese Calcio,10,1
Gianluca Caprari,Italy,Pescara Calcio,9,1
Sergio Pellissier,Italy,Chievo Verona,9,3
Andrea Conti,Italy,Atalanta,8,0
Blerim Džemaili,Switzerland,Bologna FC,8,0
 Éder,Italy,Inter,8,0
Stephan El Shaarawy,Italy,AS Roma,8,0
Gianluca Lapadula,Italy,AC Milan,8,2
Alessandro Matri,Italy,Sassuolo Calcio,8,0
Diego Perotti,Argentina,AS Roma,8,7
Valter Birsa,Slovenia,Chievo Verona,7,0
Mattia Caldara,Italy,Atalanta,7,0
 Diego Farias,Brazil,Cagliari Calcio,7,2
 João Pedro,Brazil,Cagliari Calcio,7,1
Mario Mandžukić,Croatia,Juventus,7,0
Marco Sau,Italy,Cagliari Calcio,7,0
 Suso,Spain,AC Milan,7,0
Éver Banega,Argentina,Inter,6,0
Daniele Baselli,Italy,Torino FC,6,0
Ahmad Benali,Libya,Pescara Calcio,6,0
Antonio Candreva,Italy,Inter,6,0
Franck Kessié,Ivory Coast,Atalanta,6,2
Jasmin Kurtić,Slovenia,Atalanta,6,0
Levan Mchedlidze,Georgia,Empoli FC,6,0
Lorenzo Pellegrini,Italy,Sassuolo Calcio,6,1
Stipe Perica,Croatia,Udinese Calcio,6,0
Andrea Rispoli,Italy,US Palermo,6,0
Simone Verdi,Italy,Bologna FC,6,0
Marco Benassi,Italy,Torino FC,5,0
Domenico Berardi,Italy,Sassuolo Calcio,5,2
 Bruno Fernandes,Portugal,Sampdoria,5,0
Lucas Castro,Argentina,Chievo Verona,5,0
Seko Fofana,France,Udinese Calcio,5,0
Remo Freuler,Switzerland,Atalanta,5,0
Pietro Iemmello,Italy,Sassuolo Calcio,5,1
Josip Iličič,Slovenia,ACF Fiorentina,5,1
Jakub Jankto,Czech Republic,Udinese Calcio,5,0
Sami Khedira,Germany,Juventus,5,0
Massimo Maccarone,Italy,Empoli FC,5,2
Arkadiusz Milik,Poland,SSC Napoli,5,0
Marco Parolo,Italy,Lazio Roma,5,0
Mario Pašalić,Croatia,AC Milan,5,0
Andrea Petagna,Italy,Atalanta,5,0
Miralem Pjanić,Bosnia-Herzegovina,Juventus,5,0
Matteo Politano,Italy,Sassuolo Calcio,5,2
Piotr Zieliński,Poland,SSC Napoli,5,0
Francesco Acerbi,Italy,Sassuolo Calcio,4,1
Jean-Christophe Bahebeck,France,Pescara Calcio,4,0
Lucas Biglia,Argentina,Lazio Roma,4,3
Marcelo Brozović,Croatia,Inter,4,0
 Cristian Tello,Spain,ACF Fiorentina,4,0
Rodrigo de Paul,Argentina,Udinese Calcio,4,0
Daniele De Rossi,Italy,AS Roma,4,2
Federico Di Francesco,Italy,Bologna FC,4,0
 Felipe Anderson,Brazil,Lazio Roma,4,1
 Gerard Deulofeu,Spain,AC Milan,4,0
Sergej Milinković-Savić,Serbia,Lazio Roma,4,0
Robin Quaison,Sweden,US Palermo,4,0
Antonino Ragusa,Italy,Sassuolo Calcio,4,0
Riccardo Saponara,Italy,ACF Fiorentina,4,0
Kevin Strootman,Netherlands,AS Roma,4,0
 Alex Sandro,Brazil,Juventus,3,0
Giacomo Bonaventura,Italy,AC Milan,3,0
Leonardo Bonucci,Italy,Juventus,3,0
Federico Chiesa,Italy,ACF Fiorentina,3,0
Ivaylo Chochev,Bulgaria,US Palermo,3,0
Bryan Cristante,Italy,Atalanta,3,0
Danilo D'Ambrosio,Italy,Inter,3,0
Omar El Kaddouri,Morocco,Empoli FC,3,0
Gianmarco Ferrari,Italy,FC Crotone,3,0
Manolo Gabbiadini,Italy,SSC Napoli,3,1
Artur Ioniță,Moldova,Cagliari Calcio,3,0
 João Mário,Portugal,Inter,3,0
Juraj Kucka,Slovakia,AC Milan,3,0
Senad Lulić,Bosnia-Herzegovina,Lazio Roma,3,0
Andrea Masiello,Italy,Atalanta,3,0
Riccardo Meggiorini,Italy,Chievo Verona,3,0
Federico Melchiorri,Italy,Cagliari Calcio,3,0
M'Baye Niang,Senegal,AC Milan,3,1
Olivier Ntcham,France,Genoa CFC,3,0
Simeon Nwankwo,Nigeria,FC Crotone,3,0
Lucas Ocampos,Argentina,AC Milan,3,1
Goran Pandev,Macedonia,Genoa CFC,3,0
Leandro Paredes,Argentina,AS Roma,3,0
Leonardo Pavoletti,Italy,Genoa CFC,3,0
Manuel Pucciarelli,Italy,Empoli FC,3,1
Luca Rigoni,Italy,Genoa CFC,3,0
Adrian Stoian,Romania,FC Crotone,3,0
Saphir Taïder,Algeria,Bologna FC,3,0
Marcello Trotta,Italy,FC Crotone,3,1
Matías Vecino,Uruguay,ACF Fiorentina,3,0
Afriyie Acquah,Ghana,Torino FC,2,0
Ricardo Álvarez,Argentina,Sampdoria,2,0
Davide Astori,Italy,ACF Fiorentina,2,0
Milan Badelj,Croatia,ACF Fiorentina,2,0
Edgar Barreto,Paraguay,Sampdoria,2,0
 Bruno Peres,Brazil,AS Roma,2,0
Hugo Campagnaro,Argentina,Pescara Calcio,2,0
Alberto Cerri,Italy,Pescara Calcio,2,0
Giorgio Chiellini,Italy,Juventus,2,0
Vlad Chiricheş,Romania,SSC Napoli,2,0
Andrea Costa,Italy,Empoli FC,2,0
Juan Cuadrado,Colombia,Juventus,2,0
 Dani Alves,Brazil,Juventus,2,0
 Danilo,Brazil,Udinese Calcio,2,0
Jonathan de Guzmán,Netherlands,Chievo Verona,2,1
Stefan de Vrij,Netherlands,Lazio Roma,2,0
Daniele Dessena,Italy,Cagliari Calcio,2,0
Davide Di Gennaro,Italy,Cagliari Calcio,2,0
Federico Fazio,Argentina,AS Roma,2,0
Roberto Gagliardini,Italy,Atalanta,2,0
Edoardo Goldaniga,Italy,US Palermo,2,0
Oscar Hiljemark,Sweden,Genoa CFC,2,0
Wesley Hoedt,Netherlands,Lazio Roma,2,0
Kalidou Koulibaly,Senegal,SSC Napoli,2,0
Rade Krunić,Bosnia-Herzegovina,Empoli FC,2,0
Darko Lazović,Serbia,Genoa CFC,2,0
Manuel Locatelli,Italy,AC Milan,2,0
Maxi López,Argentina,Torino FC,2,0
Rey Manaj,Albania,Pescara Calcio,2,0
Alessandro Murgia,Italy,Lazio Roma,2,0
Andrea Nalini,Italy,FC Crotone,2,0
Nikola Ninković,Serbia,Genoa CFC,2,0
Gabriel Paletta,Italy,AC Milan,2,0
Raffaele Palladino,Italy,FC Crotone,2,1
Manuel Pasqual,Italy,Empoli FC,2,1
Stefan Radu,Romania,Lazio Roma,2,0
Federico Ricci,Italy,AS Roma,2,1
Daniele Rugani,Italy,Juventus,2,0
Lorenzo Tonelli,Italy,SSC Napoli,2,0
Francesco Totti,Italy,AS Roma,2,2
Federico Viviani,Italy,Bologna FC,2,0
Mauro Zárate,Argentina,ACF Fiorentina,2,0
Claud Adjapong,Ghana,Sassuolo Calcio,1,0
Arlind Ajeti,Switzerland,Torino FC,1,0
Haitam Aleesami,Norway,US Palermo,1,0
 Allan,Brazil,SSC Napoli,1,0
Marco Andreolli,Italy,Inter,1,0
Gabriele Angella,Italy,Udinese Calcio,1,0
Luca Antei,Italy,Sassuolo Calcio,1,0
Alberto Aquilani,Italy,Pescara Calcio,1,0
Andrija Balić,Croatia,Udinese Calcio,1,0
Dušan Basta,Serbia,Lazio Roma,1,0
Samuel Bastien,Belgium,Chievo Verona,1,0
Giuseppe Bellusci,Italy,Empoli FC,1,0
Medhi Benatia,Morocco,Juventus,1,0
Andrea Bertolacci,Italy,AC Milan,1,0
Cristiano Biraghi,Italy,Pescara Calcio,1,1
 Borja Valero,Spain,ACF Fiorentina,1,0
Lucas Boyé,Argentina,Torino FC,1,0
Gastón Brugman,Uruguay,Pescara Calcio,1,0
 Bruno Alves,Portugal,Cagliari Calcio,1,0
 Bruno Henrique,Brazil,US Palermo,1,0
Fabrizio Cacciatore,Italy,Chievo Verona,1,0
Paolo Cannavaro,Italy,Sassuolo Calcio,1,0
Marco Capuano,Italy,Cagliari Calcio,1,0
Danilo Cataldi,Italy,Genoa CFC,1,0
Federico Ceccherini,Italy,FC Crotone,1,0
Boštjan Cesar,Slovenia,Chievo Verona,1,0
Luca Crecco,Italy,Lazio Roma,1,0
Daniele Croce,Italy,Empoli FC,1,0
Marco D'Alessandro,Italy,Atalanta,1,0
Lorenzo De Silvestri,Italy,Torino FC,1,0
Alessandro Diamanti,Italy,US Palermo,1,0
Alfred Duncan,Ghana,Sassuolo Calcio,1,0
 Felipe,Brazil,Udinese Calcio,1,0
Matías Fernández,Chile,AC Milan,1,0
 Gabriel Barbosa,Brazil,Inter,1,0
Serge Gakpé,Togo,Chievo Verona,1,0
Alessandro Gamberini,Italy,Chievo Verona,1,0
Emanuele Giaccherini,Italy,SSC Napoli,1,0
Massimo Gobbi,Italy,Chievo Verona,1,0
Giancarlo González,Costa Rica,US Palermo,1,0
Alberto Grassi,Italy,Atalanta,1,0
Kwang-song Han,North Korea,Cagliari Calcio,1,0
Filip Helander,Sweden,Bologna FC,1,0
 Hernanes,Brazil,Juventus,1,0
Keisuke Honda,Japan,AC Milan,1,0
Mauricio Isla,Chile,Cagliari Calcio,1,0
Juan Iturbe,Paraguay,AS Roma,1,0
Mato Jajalo,Bosnia-Herzegovina,US Palermo,1,0
Moise Kean,Italy,Juventus,1,0
Geoffrey Kondogbia,France,Inter,1,0
Ladislav Krejčí,Czech Republic,Bologna FC,1,1
Diego Laxalt,Uruguay,Genoa CFC,1,0
Mario Lemina,Gabon,Juventus,1,0
Stephan Lichtsteiner,Switzerland,Juventus,1,0
Karol Linetty,Poland,Sampdoria,1,0
Cristiano Lombardi,Italy,Lazio Roma,1,0
 Luis Alberto,Spain,Lazio Roma,1,0
Francesco Magnanelli,Italy,Sassuolo Calcio,1,0
Nikola Maksimović,Serbia,SSC Napoli,1,0
Claudio Marchisio,Italy,Juventus,1,0
Josef Martínez,Venezuela,Torino FC,1,0
Adam Masina,Italy,Bologna FC,1,0
Luca Mazzitelli,Italy,Sassuolo Calcio,1,0
Ledian Memushaj,Albania,Pescara Calcio,1,0
Alexandru Mitriţă,Romania,Pescara Calcio,1,0
Emiliano Moretti,Italy,Torino FC,1,0
Sulley Ali Muntari,Ghana,Pescara Calcio,1,0
Robert Murić,Croatia,Pescara Calcio,1,0
Simone Padoin,Italy,Cagliari Calcio,1,0
Pietro Pellegri,Italy,Genoa CFC,1,0
Federico Peluso,Italy,Sassuolo Calcio,1,0
Mauricio Pinilla,Chile,Atalanta,1,1
Fabio Pisacane,Italy,Cagliari Calcio,1,0
Dennis Praet,Belgium,Sampdoria,1,0
Erick Pulgar,Chile,Bologna FC,1,0
Nicola Rigoni,Italy,Chievo Verona,1,0
Gonzalo Rodríguez,Argentina,ACF Fiorentina,1,0
Marcus Rohdén,Sweden,FC Crotone,1,0
Alessio Romagnoli,Italy,AC Milan,1,0
Aleandro Rosi,Italy,FC Crotone,1,0
Luca Rossettini,Italy,Torino FC,1,0
Roland Sallai,Hungary,US Palermo,1,0
Mario Sampirisi,Italy,FC Crotone,1,0
Carlos Sánchez,Colombia,ACF Fiorentina,1,0
Stefano Sensi,Italy,Sassuolo Calcio,1,0
Mame Thiam,Senegal,Empoli FC,1,0
Aleksandar Tonev,Bulgaria,FC Crotone,1,0
Vasilios Torosidis,Greece,Bologna FC,1,0
Aleksandar Trajkovski,Macedonia,US Palermo,1,0
 Wallace,Brazil,Lazio Roma,1,0
Miha Zajc,Slovenia,Empoli FC,1,0
Cristián Zapata,Colombia,AC Milan,1,0
Davide Zappacosta,Italy,Torino FC,1,0
