player,country,team,goal,penalty
Lionel Messi,Argentina,FC Barcelona,34,2
 Cristiano Ronaldo,Portugal,Real Madrid,26,3
Luis Suárez,Uruguay,FC Barcelona,25,1
 Iago Aspas,Spain,Celta Vigo,22,2
Cristhian Stuani,Uruguay,Girona FC,21,5
Antoine Griezmann,France,Atlético Madrid,19,2
Maximiliano Gómez,Uruguay,Celta Vigo,17,0
Gareth Bale,Wales,Real Madrid,16,1
 Gerard,Spain,Espanyol Barcelona,16,1
 Rodrigo,Spain,Valencia CF,16,1
Carlos Bacca,Colombia,Villarreal CF,15,1
 Willian José,Brazil,Real Sociedad,15,3
 Ángel,Spain,Getafe CF,13,0
Simone Zaza,Italy,Valencia CF,13,0
 Mikel Oyarzabal,Spain,Real Sociedad,12,0
 Santi Mina,Spain,Valencia CF,12,1
 Portu,Spain,Girona FC,11,0
 Sergio León,Spain,Real Betis,11,0
 Morales,Spain,Levante UD,10,3
 Munir,Spain,CD Alavés,10,0
 Raúl García,Spain,Athletic Bilbao,10,3
 Adrián,Spain,Deportivo La Coruña,9,0
 Aduriz,Spain,Athletic Bilbao,9,3
Cédric Bakambu,Congo DR,Villarreal CF,9,1
Enis Bardhi,Macedonia,Levante UD,9,0
Wissam Ben Yedder,France,Sevilla FC,9,0
Jonathan Calleri,Argentina,UD Las Palmas,9,5
 Paulinho,Brazil,FC Barcelona,9,0
 Charles,Brazil,SD Eibar,8,1
Ángel Correa,Argentina,Atlético Madrid,8,0
 Coutinho,Brazil,FC Barcelona,8,0
 Juanmi,Spain,Real Sociedad,8,0
 Kike García,Spain,SD Eibar,8,0
 Leo Baptistão,Brazil,Espanyol Barcelona,8,0
 Lucas Pérez,Spain,Deportivo La Coruña,8,3
Loïc Rémy,France,Getafe CF,8,1
Antonio Sanabria,Paraguay,Real Betis,8,0
Florin Andone,Romania,Deportivo La Coruña,7,0
Kevin Gameiro,France,Atlético Madrid,7,2
 Ibai,Spain,CD Alavés,7,1
 Illarra,Spain,Real Sociedad,7,0
 Isco,Spain,Real Madrid,7,0
 Loren,Spain,Real Betis,7,0
 Molina,Spain,Getafe CF,7,3
Luis Muriel,Colombia,Sevilla FC,7,0
 Parejo,Spain,Valencia CF,7,6
 Williams,Spain,Athletic Bilbao,7,0
Emmanuel Boateng,Ghana,Levante UD,6,0
 Joan Jordán,Spain,SD Eibar,6,1
 Marco Asensio,Spain,Real Madrid,6,0
 Pablo Sarabia,Spain,Sevilla FC,6,1
 Samu Castillejo,Spain,Villarreal CF,6,0
Enes Ünal,Turkey,Levante UD,6,0
Karim Benzema,France,Real Madrid,5,2
 Casemiro,Brazil,Real Madrid,5,0
 Fernando Torres,Spain,Atlético Madrid,5,0
 Gabriel,Brazil,CD Leganés,5,1
 Gonçalo Guedes,Portugal,Valencia CF,5,0
Takashi Inui,Japan,SD Eibar,5,0
 Juanpe,Spain,Girona FC,5,0
Toni Kroos,Germany,Real Madrid,5,0
Diego Rolán,Uruguay,Málaga CF,5,0
Nicola Sansone,Italy,Villarreal CF,5,1
Pione Sisto,Denmark,Celta Vigo,5,0
 Canales,Spain,Real Sociedad,4,0
Gonzalo Castro,Uruguay,Málaga CF,4,1
 Cristian Tello,Spain,Real Betis,4,0
Youssef En-Nesyri,Morocco,Málaga CF,4,0
 Eraso,Spain,CD Leganés,4,0
 Guerrero,Spain,CD Leganés,4,0
 Ivi,Spain,Levante UD,4,1
 Joaquín,Spain,Real Betis,4,0
 Jonathan Viera,Spain,UD Las Palmas,4,1
 Koke,Spain,Atlético Madrid,4,0
Geoffrey Kondogbia,France,Valencia CF,4,0
 Lucas Vázquez,Spain,Real Madrid,4,0
 Markel Bergara,Spain,Getafe CF,4,0
 Muniain,Spain,Athletic Bilbao,4,0
 Nolito,Spain,Sevilla FC,4,0
 Paco Alcácer,Spain,FC Barcelona,4,0
 Sergio Ramos,Spain,Real Madrid,4,2
Franco Vázquez,Italy,Sevilla FC,4,0
Daniel Wass,Denmark,Celta Vigo,4,0
 Adrián,Spain,Málaga CF,3,1
 Aritz Elustondo,Spain,Real Sociedad,3,0
Éver Banega,Argentina,Sevilla FC,3,3
Celso Borges,Costa Rica,Deportivo La Coruña,3,0
 Borja Mayoral,Spain,Real Madrid,3,0
 Borja Valle,Spain,Deportivo La Coruña,3,0
