player,country,team,goal,penalty
Lionel Messi,Argentina,FC Barcelona,37,6
Luis Suárez,Uruguay,FC Barcelona,29,0
 Cristiano Ronaldo,Portugal,Real Madrid,25,6
 Iago Aspas,Spain,Celta Vigo,19,6
 Aduriz,Spain,Athletic Bilbao,16,5
Antoine Griezmann,France,Atlético Madrid,16,0
 Morata,Spain,Real Madrid,15,0
 Sandro,Spain,Málaga CF,14,0
 Gerard,Spain,Espanyol Barcelona,13,0
 Neymar,Brazil,FC Barcelona,13,1
 Rubén Castro,Spain,Real Betis,13,2
Florin Andone,Romania,Deportivo La Coruña,12,0
Kevin Gameiro,France,Atlético Madrid,12,1
 Willian José,Brazil,Real Sociedad,12,3
Cédric Bakambu,Congo DR,Villarreal CF,11,0
Wissam Ben Yedder,France,Sevilla FC,11,1
Karim Benzema,France,Real Madrid,11,0
 Juanmi,Spain,Real Sociedad,11,0
 Sergi Enrich,Spain,SD Eibar,11,0
Kevin-Prince Boateng,Ghana,UD Las Palmas,10,0
Yannick Ferreira-Carrasco,Belgium,Atlético Madrid,10,0
 Isco,Spain,Real Madrid,10,0
 Pedro León,Spain,SD Eibar,10,1
Pablo Piatti,Argentina,Espanyol Barcelona,10,1
 Raúl García,Spain,Athletic Bilbao,10,3
 Sergio León,Spain,CA Osasuna,10,1
Duje Čop,Croatia,Sporting Gijón,9,3
Roberto Soriano,Italy,Villarreal CF,9,0
Carlos Vela,Mexico,Real Sociedad,9,3
 Carmona,Spain,Sporting Gijón,8,0
 Fernando Torres,Spain,Atlético Madrid,8,1
 Pablo Sarabia,Spain,Sevilla FC,8,1
Ivan Rakitić,Croatia,FC Barcelona,8,0
James Rodríguez,Colombia,Real Madrid,8,0
Nicola Sansone,Italy,Villarreal CF,8,1
Alexander Szymanowski,Argentina,CD Leganés,8,1
 Xabi Prieto,Spain,Real Sociedad,8,1
 Adrián,Spain,SD Eibar,7,5
Gareth Bale,Wales,Real Madrid,7,0
 Deyverson,Brazil,CD Alavés,7,0
 Iborra,Spain,Sevilla FC,7,1
 Jonathan Viera,Spain,UD Las Palmas,7,4
 Kike García,Spain,SD Eibar,7,0
Kenan Kodro,Bosnia-Herzegovina,CA Osasuna,7,0
 Muniain,Spain,Athletic Bilbao,7,0
 Roberto Torres,Spain,CA Osasuna,7,3
 Sergio Ramos,Spain,Real Madrid,7,0
Franco Vázquez,Italy,Sevilla FC,7,0
Celso Borges,Costa Rica,Deportivo La Coruña,6,2
Stevan Jovetić,Montenegro,Sevilla FC,6,0
 Leo Baptistão,Brazil,Espanyol Barcelona,6,0
 Munir,Spain,FC Barcelona,6,0
 Pablo Fornals,Spain,Málaga CF,6,0
